,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Weighted Aggregate Rating
2504,3600012,Empire Restaurant,1,Mysore,"2820/1, 8th Cross, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.62796111,12.32397778,"North Indian, Andhra, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,393,1454.1
2505,3600013,Green Leaf,1,Mysore,"Opposite Reebok Showroom, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.62616667,12.32399444,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,214,749.0
2506,3600071,Pakva Lounge,1,Mysore,"Livin Corner, Temple Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.63227778,12.32546111,"Italian, North Indian, South Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,262,969.4
2507,3600192,Spring - Radisson Blu Plaza,1,Mysore,"Radisson Blu Plaza, 1, MG Road, Ittige Gudu, Mysore",Ittige Gudu,"Ittige Gudu, Mysore",76.66516899999999,12.297953999999999,"Continental, North Indian, South Indian",1700,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,162,615.6
2508,3600119,Big Chicken,1,Mysore,"2902/1, Temple Road, Opposite Post Office, Vani Vilas Mohalla, Jayalakhsmipuram, Mysore",Jayalakhsmipuram,"Jayalakhsmipuram, Mysore",76.63058333,12.32319444,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,160,560.0
2509,3600352,Barbeque Nation,1,Mysore,"Ground Floor, BM Habitat Mall, Gokulam Main Road, Jayalakhsmipuram, Mysore",Jayalakhsmipuram,"Jayalakhsmipuram, Mysore",76.62109444,12.32121389,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,286,1144.0
2510,3600009,Pizza Hut,1,Mysore,"Opposite Loyal World Super Market, Temple Road,  Vani Vilas Mohalla, Jayalakhsmipuram, Mysore",Jayalakhsmipuram,"Jayalakhsmipuram, Mysore",76.63002778,12.323225,"Pizza, Italian",700,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,304,1216.0
2511,3600361,Tandooriwala,1,Mysore,"26, 1st Stage, KHB, Nrupathunga Road, Kuvempunagar, Mysore",Kuvempunagar,"Kuvempunagar, Mysore",76.62586111,12.28474722,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,127,444.5
2512,3600148,Jungle The Restaurant,1,Mysore,"Pai Hotels, Bangalore Nilgiri Road, Opposite Suburban Bus Stand, Mysore, Doora, Mysore","Pai Hotels, Doora","Pai Hotels, Doora, Mysore",76.65926389,12.31097222,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,132,488.4
2513,3600436,The Barge Restaurant,1,Mysore,"Plot 440A, Hebbal Industrial Area, Near Infosys Campus, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",0.0,0.0,"Continental, Chinese, North Indian",1500,Indian Rupees(Rs.),No,No,No,No,4,3.3,Orange,Average,11,36.3
2514,3600008,By The Way,1,Mysore,"Next to Bhartat Cancer Hospital, Opposite Infosys Circle Ring Road, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.60665,12.35205833,"North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,190,684.0
2515,3600354,Cafe Cornucopia,1,Mysore,"22nd Cross, 14th Main, 3rd Stage, Block C, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.60306667,12.31696667,"Cafe, Continental, European, Beverages",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,140,504.0
2516,3600285,Mezzaluna,1,Mysore,"First Floor, Kuvempu Trust Building, Near Chandrakala Hospital, New Kalidasa Road, Vijayanagar, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61910278,12.32635556,"Continental, South Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,249,946.2
2517,3600072,Nanking,1,Mysore,"High Tension Double Road, Near Vidyavardhaka College,  2nd Stage, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61788889,12.33792778,"Chinese, Thai",550,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,208,769.6
2518,3600022,Oyster Bay,1,Mysore,"Kannada Parishath Road, 1st Stage, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61820278,12.33402222,"North Indian, Asian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,270,972.0
2519,3600014,Purple Haze,1,Mysore,"129-131, High Tension Double Road, Mahadeswara Badavane, 2nd Stage, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61679167,12.33797778,Finger Food,1200,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,183,677.1
2520,3301308,House of Caffeine,1,Nagpur,"J 12, Besides Face & Figure Gym, WHC Road, Laxmi Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.06428449,21.12420256,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27,89.1
2521,3300780,Hide Out The Street Cafe,1,Nagpur,"4, Plot No 54, Raghukul  Building, Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.06046167,21.12949694,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,73,277.4
2522,3301236,Tapri The Chai Books Cafe,1,Nagpur,"75, Abhyankar Nagar, Near Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",0.0,0.0,"Continental, Fast Food, Tea",250,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,26,101.4
2523,3300369,Eat Street Express,1,Nagpur,"Shraddhanandpeth Square, Opposite A-Square Building, Abhyankar Road, Near, Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.05922417,21.12499944,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,103,412.0
2524,3301013,Zaikart,1,Nagpur,"Plot-17, Sneha Gayatri Nagar, IT Park, Gayatri Nagar, Near Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.04722832,21.11882292,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,88,378.4
2525,3300741,Cafe Zinea,1,Nagpur,"56, Temple Road, Civil Lines, Nagpur",Civil Lines,"Civil Lines, Nagpur",79.0679011,21.148162600000003,"Cafe, Chinese, Fast Food, Italian",400,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,201,743.7
2526,3300138,Checker's,1,Nagpur,"23 to 25, VCA Complex, Civil Lines, Nagpur",Civil Lines,"Civil Lines, Nagpur",79.07658678,21.15841584,"Fast Food, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,185,740.0
2527,3300949,The B.A.W.A,1,Nagpur,"Opposite VCA Stadium, Civil Lines, Nagpur",Civil Lines,"Civil Lines, Nagpur",79.07730427,21.15619053,Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,164,688.8
2528,3300065,FSB,1,Nagpur,"B/9, Orange City Towers, Opposite Tilak Patrakar Bhavan, Dhantoli, Nagpur",Dhantoli,"Dhantoli, Nagpur",79.08047698,21.13851031,"Continental, North Indian, Thai, Chinese",1100,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,270,1161.0
2529,3300416,NESCAFí Illusions,1,Nagpur,"Oppsite Dharampeth High School, North Ambazari Road, Near ICICI Bank, Lad Apartment., Dharampeth, Nagpur",Dharampeth,"Dharampeth, Nagpur",79.06513709999999,21.13685791,Cafe,350,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,140,546.0
2530,3301169,Nineties,1,Nagpur,"Opposite Traffice Park, Dharampeth, Nagpur",Dharampeth,"Dharampeth, Nagpur",79.06652045,21.14083972,"Cafe, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,19,74.1
2531,3300061,Mocha,1,Nagpur,"202, Cement Road, Shankar Nagar, Dharampeth, Nagpur",Dharampeth,"Dharampeth, Nagpur",79.05853249,21.13784829,"Cafe, Continental",750,Indian Rupees(Rs.),No,Yes,No,No,3,4.0,Green,Very Good,284,1136.0
2532,3300107,The Zuree Urban Kitchen,1,Nagpur,"8A, AD Complex, Mount Road, Mohan Nagar, Nagpur",Mohan Nagar,"Mohan Nagar, Nagpur",79.08184659,21.15848119,"North Indian, Italian, Continental",1200,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,257,1130.8
2533,3300058,The Breakfast Story,1,Nagpur,"Opposite Transmitting Station, Hingna Road, Jaitala, Pratap Nagar, Nagpur",Pratap Nagar,"Pratap Nagar, Nagpur",79.03866302,21.1232834,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent,520,2340.0
2534,3300057,Ten Downing Street Restaurant & Bar,1,Nagpur,"5th Floor, Milestone Building, Wardha Road, Ramdaspeth, Nagpur",Ramdaspeth,"Ramdaspeth, Nagpur",79.07851763,21.13672376,"Chinese, Continental, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,306,1224.0
2535,3300041,Ashoka Restaurant,1,Nagpur,"60, Sadar Bazar Main Road, Sadar, Nagpur",Sadar,"Sadar, Nagpur",79.079819,21.159225,"North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,275,1155.0
2536,3300958,Barbeque Nation,1,Nagpur,"2nd Floor, Eternity Mall, Amravati Road, Sitabuldi, Nagpur",Sitabuldi,"Sitabuldi, Nagpur",79.080247,21.143272,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,No,4,4.9,Dark Green,Excellent,226,1107.4
2537,3300707,KFC,1,Nagpur,"G1-G2, Ground Floor, Eternity Mall, Variety Square, Amravati Road, Sitabuldi, Nagpur",Sitabuldi,"Sitabuldi, Nagpur",79.08040556,21.14353333,"American, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,147,323.4
2538,3300070,Moksh The Restro Lounge,1,Nagpur,"Panchshil Chowk, Sitabuldi, Nagpur",Sitabuldi,"Sitabuldi, Nagpur",79.08009443,21.14014612,"Seafood, Chinese, Thai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,100,400.0
2539,3301035,Mainland China,1,Nagpur,"Deepika Hospitalities Private Ltd, Plot 19, Wardha Road, Vivekanand Nagar, Nagpur",Vivekanand Nagar,"Vivekanand Nagar, Nagpur",79.06482127,21.08922374,Chinese,1000,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,45,171.0
2540,1600227,Divtya Budhlya Wada Restaurant,1,Nashik,"Next to Dura Gas Pump, Gangapur Rd, Ganpati Nagar, Anand Wali Goan, Nashik",Anand Wali Goan,"Anand Wali Goan, Nashik",0.0,0.0,Maharashtrian,400,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,76,288.8
2541,1600280,Spice Route,1,Nashik,"Gangapur Road, Navasha Ganpati, Sector C, Near Union Bank, Anand Wali Goan, Nashik",Anand Wali Goan,"Anand Wali Goan, Nashik",73.74210622,20.01361026,"North Indian, Maharashtrian",1000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good,91,327.6
2542,1600169,Veg Aroma,1,Nashik,"Opposite Durga Gas Pump, Gangapur Road, Anand Wali, Nashik, Anand Wali Goan, Nashik",Anand Wali Goan,"Anand Wali Goan, Nashik",73.74589243,20.01207513,North Indian,600,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,125,450.0
2543,1600109,Eastern Spice,1,Nashik,"Bon Vivant, Opposite Dongre Ground, College Road, Nashik","Bon Vivant, College Road","Bon Vivant, College Road, Nashik",73.770914,20.006756,North Indian,800,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,140,490.0
2544,1600108,The Bake Studio,1,Nashik,"Bon Vivant, Opposite Dongre Ground, College Road, Nashik","Bon Vivant, College Road","Bon Vivant, College Road, Nashik",73.770914,20.006756,"Cafe, Desserts",400,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,86,309.6
2545,1600258,Barbeque Nation,1,Nashik,"2nd Floor, City Centre Mall, Sambaji Chowk, Lawate Nagar, Banyan Square, Untwadi, Off Parijat Nagar, Parijat Nagar, Nashik","City Center, Parijat Nagar","City Center, Parijat Nagar, Nashik",73.760948,19.990707,"North Indian, European, Mediterranean, Asian",1500,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,117,444.6
2546,1600252,Chai Tapri,1,Nashik,"Shop 2, Chandan Apartments, Model Colony, College Road, Nashik",College Road,"College Road, Nashik",0.0,0.0,Cafe,150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,86,292.4
2547,1600007,Curry Leaves,1,Nashik,"Jehan Circle, Gangapur Road, College Road, Nashik",College Road,"College Road, Nashik",73.75582778,20.01271111,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,162,550.8
2548,1600053,Enter The Dragon,1,Nashik,"4th Floor, Archit Arcade, Above Peter England, Near Big Bazar, College Road, Nashik",College Road,"College Road, Nashik",73.76653333,20.00551389,Chinese,700,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,177,601.8
2549,1600326,The Cafe Katta,1,Nashik,"Muktangan Apartment, Model Colony, College Road, Nashik",College Road,"College Road, Nashik",73.756229,20.008442000000002,Cafe,600,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,15,49.5
2550,1600307,White X Sky Lounge,1,Nashik,"4th Floor, B Wing, Bosco Center, Prasad Circle, Gangapur Road, College Road, Nashik",College Road,"College Road, Nashik",0.0,0.0,North Indian,800,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,24,81.6
2551,1600219,12212,1,Nashik,"Shop 10, Ramrajya Building 7, Samarth Nagar, Next to Bhonsala Military school, College Road, Nashik",College Road,"College Road, Nashik",73.75463597,20.00669049,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,80,280.0
2552,1600067,Al Arabian Express,1,Nashik,"Near Big Bazar, College Road, Nashik",College Road,"College Road, Nashik",73.76504313,20.003734100000003,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,162,599.4
2553,1600039,RiverDine Restaurant & Bar,1,Nashik,"Opposite Asaram Bapu Ashram Bridge, Near Nandawan Lawns, Savarkar Nagar Extension, Off Gangapur Road, College Road, Nashik",College Road,"College Road, Nashik",0.0,0.0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,166,581.0
2554,1600029,Barbeque Ville,1,Nashik,"Karambelkar Tower, Mumbai Agra Road, Cidco, Near Dutta Tyres, Parijat Nagar, Nashik",Parijat Nagar,"Parijat Nagar, Nashik",73.77734005,19.97720852,North Indian,1100,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,164,623.2
2555,1600292,Little Italy,1,Nashik,"36/2, Govardhan Village, Off Gangapur-Savargaon Road, Satpur, Nashik",Satpur,"Satpur, Nashik",0.0,0.0,Italian,800,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average,25,75.0
2556,1600298,Soma at Sula,1,Nashik,"Survey 36/2, Govardhan, Off Gangapur-Ganghavare Road, Satpur, Nashik",Satpur,"Satpur, Nashik",0.0,0.0,North Indian,1000,Indian Rupees(Rs.),No,No,No,No,4,3.3,Orange,Average,33,108.9
2557,1600095,Hotel Radhakrishna,1,Nashik,"P-35, MIDC, Satpur, Nashik Behind ITI, Trimbak Road,",Satpur,"Satpur, Nashik",73.74630857,19.98975665,"Malwani, North Indian, Chinese, Seafood",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,77,269.5
2558,1600205,Sadhana Restaurant,1,Nashik,"Hardev Bagh, Near Someshwar, Motiwala College Road, Gangapur Road, Near Satpur, Nashik",Satpur,"Satpur, Nashik",73.72076757,20.02091783,Maharashtrian,100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,218,850.2
2559,1600212,House Of Flavours,1,Nashik,"SSK Solitaire, Ahilyabai Holkar Marg, Tidke Colony, Near Mumbai Naka, Satpur, Nashik","SSK Solitaire, Satpur","SSK Solitaire, Satpur, Nashik",73.776176,19.991295,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,71,241.4
2560,18287358,Food Cloud,1,New Delhi,"Aaya Nagar, New Delhi",Aaya Nagar,"Aaya Nagar, New Delhi",0.0,0.0,Cuisine Varies,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,0.0
2561,18216944,Burger.in,1,New Delhi,"84, Near Honda Showroom, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19692286,28.53538174,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,46,147.2
2562,313333,Days of the Raj,1,New Delhi,"81/3, 1st Floor, Qutub Residency, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19747473,28.53549308,"North Indian, Seafood, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,45,153.0
2563,18384127,Dilli Ka Dhaba,1,New Delhi,"66 A, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19803329999999,28.537547200000002,"South Indian, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,11,28.6
2564,582,Govardhan,1,New Delhi,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19692420000001,28.5355234,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,238,809.2
2565,18414465,Mezbaan Grills,1,New Delhi,"A- 96, Shri Aurbindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1981225,28.5381335,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8,24.8
2566,304243,Say Cheese,1,New Delhi,"88/3, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19815936,28.53744768,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,64,172.8
2567,3554,Southy,1,New Delhi,"88/4, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19795015,28.53747419,South Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,113,293.8
2568,18369872,Monosoz,1,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19804244,28.53839431,Pizza,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,66,244.2
2569,948,Waves,1,New Delhi,"A-4, Sarvodaya Enclave, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1988082,28.5386662,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,141,493.5
2570,2853,Delhi Darbar,1,New Delhi,"84, Main Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19696745,28.53576259,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.2,Red,Poor,77,169.4
2571,18433900,Chateau,1,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19679244,28.53565508,"Mediterranean, Italian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,40,160.0
2572,18425159,Nariyal Cafe,1,New Delhi,"A-4, 3rd Foor, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.199152,28.538438,"Continental, Seafood, Goan, Andhra, Kerala, Thai",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,46,193.2
2573,310958,Rustom's Parsi Bhonu,1,New Delhi,"94-A/B, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19815668,28.53789627,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,665,2793.0
2574,18334443,BarShala,1,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3006287,28.6557549,Finger Food,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,31,99.2
2575,18255141,Chawla's_,1,New Delhi,"Shop SG 40, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3011977,28.6560516,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average,32,108.8
2576,197,Domino's Pizza,1,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.30163370000001,28.6564531,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,83,232.4
2577,308235,Sultanat,1,New Delhi,"31-BC, Ground Floor, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3016026,28.656262400000003,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,288,1065.6
2578,18258757,Bella Italia,1,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463000000002,"Fast Food, Italian, Pizza",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,33,105.6
2579,307383,Clever Fox Cafe,1,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.120642,28.55169,"North Indian, Continental, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,26,83.2
2580,18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463000000002,"Continental, North Indian, Fast Food, Street Food, South Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,0.0
2581,18337885,Tpot,1,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463000000002,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,0.0
2582,310491,4 on 44 Restaurant & Bar,1,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.13462259999999,28.6901424,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,49,127.4
2583,18337789,Rambhog,1,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1345554,28.690014299999998,"Street Food, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,42.9
2584,18222573,Selfie Lounge Restro & Bar,1,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.13477239,28.68990208,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,64,204.8
2585,3370,BTW,1,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.11772690000001,28.7003322,"Street Food, South Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,167,567.8
2586,307439,Chilli Pepper,1,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.11763940000002,28.7006401,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,99,326.7
2587,1078,Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.11726290000001,28.7006935,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,125,325.0
2588,9340,Puri Bakers,1,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1175742,28.7004868,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,124,458.8
2589,306761,Jaiveer Naan & Chaap,1,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176368,28.7004261,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,79,173.8
2590,7580,Aggarwal's Sweets Paradise,1,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542078,28.52497428,"Mithai, North Indian, South Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8,23.2
2591,7584,Bikaner Sweets,1,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542551,28.525320899999997,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20,66.0
2592,7582,Cafe Coffee Day,1,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25014627,28.52813297,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,23,73.6
2593,18351495,Cakeophony By Sonali,1,New Delhi,"Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",0.0,0.0,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,19,64.6
2594,7594,Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25405570000001,28.5255719,"Mithai, North Indian, South Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,21.0
